numero_sequencial;descricao_cargo;nome_urna;descricao_cor_raca;descricao_estado_civil;descricao_genero;descricao_grau_instrucao;sigla_uf_nascimento;nome_partido;sigla_partido;patrimonio;total_votos_brasil
10000601042;DEPUTADO ESTADUAL;PEVIANI;PARDA;CASADO(A);MASCULINO;SUPERIOR COMPLETO;SP;PARTIDO TRABALHISTA BRASILEIRO;PTB;0;0
10000610619;DEPUTADO ESTADUAL;PEREIRA SILVA;PARDA;SOLTEIRO(A);MASCULINO;ENSINO MEDIO COMPLETO;AC;PARTIDO SOCIAL DEMOCRATICO;PSD;0;143
10000602842;DEPUTADO ESTADUAL;ENFERMEIRO JOAO BATISTA;PARDA;SOLTEIRO(A);MASCULINO;SUPERIOR COMPLETO;AC;SOLIDARIEDADE;SOLIDARIEDADE;120000;3330
10000604766;DEPUTADO ESTADUAL;MARIAZINHA VENANCIO;PRETA;CASADO(A);FEMININO;ENSINO MEDIO COMPLETO;AC;PARTIDO SOCIALISTA BRASILEIRO;PSB;25000;103
10000601027;DEPUTADO ESTADUAL;DORA DO ELDORADO;PARDA;SOLTEIRO(A);FEMININO;ENSINO MEDIO INCOMPLETO;AC;PARTIDO TRABALHISTA BRASILEIRO;PTB;0;10
10000610694;DEPUTADO ESTADUAL;DR. VALDETE;PRETA;SOLTEIRO(A);FEMININO;SUPERIOR COMPLETO;MS;PARTIDO DA MOBILIZACAO NACIONAL;PMN;0;0
10000600245;DEPUTADO ESTADUAL;CARLINHOS DA BR;PARDA;CASADO(A);MASCULINO;ENSINO FUNDAMENTAL COMPLETO;PR;PARTIDO SOCIAL CRISTAO;PSC;170000;202
10000600794;DEPUTADO ESTADUAL;DR. DIL LEAL;PARDA;CASADO(A);MASCULINO;SUPERIOR COMPLETO;AC;PODEMOS;PODE;0;1
10000624632;DEPUTADO FEDERAL;PAULINHA;BRANCA;SOLTEIRO(A);FEMININO;ENSINO MEDIO INCOMPLETO;SP;AVANTE;AVANTE;0;6
10000600234;GOVERNADOR;CORONEL ULYSSES;PARDA;CASADO(A);MASCULINO;SUPERIOR COMPLETO;AC;PARTIDO SOCIAL LIBERAL;PSL;0;45032
10000608379;DEPUTADO ESTADUAL;REAL;PARDA;SOLTEIRO(A);MASCULINO;ENSINO MEDIO COMPLETO;AC;PARTIDO DOS TRABALHADORES;PT;0;303
10000600848;DEPUTADO FEDERAL;PASTOR MANUEL MARCOS;PARDA;CASADO(A);MASCULINO;ENSINO MEDIO COMPLETO;CE;PARTIDO REPUBLICANO BRASILEIRO;PRB;0;7489
10000601038;DEPUTADO ESTADUAL;MARCELO PINTURA;PARDA;SOLTEIRO(A);MASCULINO;ENSINO MEDIO COMPLETO;AC;PARTIDO TRABALHISTA BRASILEIRO;PTB;0;830
10000624291;DEPUTADO ESTADUAL;CHICO DOIDO;PARDA;SOLTEIRO(A);MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;AC;DEMOCRATAS;DEM;0;290
10000604772;DEPUTADO ESTADUAL;CHICO SOMBRA;PARDA;CASADO(A);MASCULINO;ENSINO FUNDAMENTAL COMPLETO;AC;PARTIDO SOCIALISTA BRASILEIRO;PSB;712315,25;0
10000629192;DEPUTADO ESTADUAL;SONIA;PRETA;SOLTEIRO(A);FEMININO;ENSINO MEDIO COMPLETO;PA;DEMOCRATAS;DEM;0;6
10000600136;DEPUTADO ESTADUAL;FAGNER CALEGARIO;PARDA;SOLTEIRO(A);MASCULINO;SUPERIOR COMPLETO;AC;PARTIDO VERDE;PV;800000;3731
10000600799;DEPUTADO ESTADUAL;MAURO CONDE;PARDA;DIVORCIADO(A);MASCULINO;ENSINO FUNDAMENTAL COMPLETO;AC;PODEMOS;PODE;0;32
10000607170;DEPUTADO ESTADUAL;JANAYRA VASCONCELOS;PARDA;SOLTEIRO(A);FEMININO;ENSINO MEDIO COMPLETO;AC;DEMOCRACIA CRISTA;DC;0;1
10000608365;DEPUTADO ESTADUAL;LEILA GALVAO;PARDA;CASADO(A);FEMININO;SUPERIOR COMPLETO;AC;PARTIDO DOS TRABALHADORES;PT;914685,22;6071
10000602522;DEPUTADO FEDERAL;RUDILEI ESTRELA;PARDA;SOLTEIRO(A);MASCULINO;ENSINO MEDIO COMPLETO;AC;PROGRESSISTAS;PP;20000;12905
10000604787;DEPUTADO ESTADUAL;WESLEY;PARDA;CASADO(A);MASCULINO;SUPERIOR COMPLETO;AC;PARTIDO SOCIALISTA BRASILEIRO;PSB;30000;0
10000600789;DEPUTADO ESTADUAL;JORGE FIGUEIREDO;PARDA;CASADO(A);MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;AC;PARTIDO REPUBLICANO BRASILEIRO;PRB;120000;151
10000624307;DEPUTADO ESTADUAL;JEREMIAS CUNHA;PARDA;CASADO(A);MASCULINO;SUPERIOR INCOMPLETO;AC;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA;PSDB;150000;41
10000624292;DEPUTADO ESTADUAL;MARQUINHOS TIBURCIO;PARDA;SOLTEIRO(A);MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;MS;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA;PSDB;75000;987
10000600221;DEPUTADO ESTADUAL;MARIA DE JESUS;BRANCA;CASADO(A);FEMININO;ENSINO MEDIO COMPLETO;AC;PARTIDO SOCIAL LIBERAL;PSL;0;244
10000600155;DEPUTADO ESTADUAL;TAMIR SA;PARDA;CASADO(A);MASCULINO;ENSINO FUNDAMENTAL COMPLETO;AC;PARTIDO REPUBLICANO PROGRESSISTA;PRP;1100000;1325
10000600198;DEPUTADO ESTADUAL;ANTONIO CARLOS;PARDA;CASADO(A);MASCULINO;ENSINO MEDIO COMPLETO;AC;PARTIDO SOCIAL LIBERAL;PSL;0;158
10000608369;DEPUTADO ESTADUAL;DANIEL ZEN;PARDA;CASADO(A);MASCULINO;SUPERIOR COMPLETO;AC;PARTIDO DOS TRABALHADORES;PT;764387,35;6616
10000600214;DEPUTADO FEDERAL;N. LIMA;BRANCA;CASADO(A);MASCULINO;ENSINO MEDIO COMPLETO;AC;PARTIDO SOCIAL LIBERAL;PSL;846446,17;4413
10000610629;DEPUTADO ESTADUAL;EMERSON LEAO;BRANCA;SOLTEIRO(A);MASCULINO;SUPERIOR COMPLETO;AC;MOVIMENTO DEMOCRATICO BRASILEIRO;MDB;115000;981
10000600851;DEPUTADO FEDERAL;ROSELANE SPORTS;PARDA;DIVORCIADO(A);FEMININO;SUPERIOR COMPLETO;MG;PARTIDO REPUBLICANO PROGRESSISTA;PRP;444000;222
10000602865;DEPUTADO ESTADUAL;NILZA SILVA;PARDA;CASADO(A);FEMININO;ENSINO FUNDAMENTAL COMPLETO;AC;SOLIDARIEDADE;SOLIDARIEDADE;80000;0
10000625360;DEPUTADO FEDERAL;MARIA DO SOCORRO  SILVA;PARDA;SOLTEIRO(A);FEMININO;LE E ESCREVE;AC;PARTIDO RENOVADOR TRABALHISTA BRASILEIRO;PRTB;0;14
10000603910;DEPUTADO ESTADUAL;EDSON SILVA;PARDA;CASADO(A);MASCULINO;SUPERIOR COMPLETO;AC;PARTIDO HUMANISTA DA SOLIDARIEDADE;PHS;4500;407
10000600774;DEPUTADO ESTADUAL;NAZARE DO TACACA;PARDA;CASADO(A);FEMININO;ENSINO MEDIO COMPLETO;AC;PARTIDO REPUBLICANO DA ORDEM SOCIAL;PROS;18000;19
10000607178;DEPUTADO ESTADUAL;JARDEL NASCIMENTO;PARDA;SOLTEIRO(A);MASCULINO;ENSINO MEDIO COMPLETO;AC;PARTIDO RENOVADOR TRABALHISTA BRASILEIRO;PRTB;0;16
10000624280;DEPUTADO ESTADUAL;CANDIRU;AMARELA;CASADO(A);MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;AC;DEMOCRATAS;DEM;0;206
10000627574;DEPUTADO ESTADUAL;MARCOS LEANDRO;PARDA;SOLTEIRO(A);MASCULINO;SUPERIOR COMPLETO;AC;PARTIDO HUMANISTA DA SOLIDARIEDADE;PHS;0;21
10000600001;GOVERNADOR;JANAINA FURTADO;BRANCA;CASADO(A);FEMININO;SUPERIOR COMPLETO;AC;REDE SUSTENTABILIDADE;REDE;275830,96;2765
10000610678;DEPUTADO ESTADUAL;MARCELO LOCUTOR;PARDA;SOLTEIRO(A);MASCULINO;ENSINO FUNDAMENTAL COMPLETO;RO;PARTIDO TRABALHISTA CRISTAO;PTC;0;353
10000600118;DEPUTADO ESTADUAL;ROBISON VASCONCELOS;PARDA;CASADO(A);MASCULINO;ENSINO MEDIO COMPLETO;AC;PARTIDO PATRIA LIVRE;PPL;0;186
10000610697;DEPUTADO ESTADUAL;RAIMUNDO VAZ;PARDA;DIVORCIADO(A);MASCULINO;SUPERIOR COMPLETO;AC;PARTIDO DA REPUBLICA;PR;180000;2936
10000600124;DEPUTADO ESTADUAL;RONY CARTOLIN;INDIGENA;SOLTEIRO(A);MASCULINO;SUPERIOR INCOMPLETO;AC;PARTIDO SOCIALISMO E LIBERDADE;PSOL;0;148
10000624294;DEPUTADO ESTADUAL;BRANCA MENEZES;BRANCA;CASADO(A);FEMININO;SUPERIOR COMPLETO;AC;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA;PSDB;0;2178
10000629098;DEPUTADO ESTADUAL;LUCINEIA MENEZES;BRANCA;SEPARADO(A) JUDICIALMENTE;FEMININO;ENSINO MEDIO COMPLETO;AC;PATRIOTA;PATRI;0;0
10000601167;DEPUTADO ESTADUAL;PASTOR ROBERTO;PARDA;CASADO(A);MASCULINO;ENSINO MEDIO COMPLETO;AC;REDE SUSTENTABILIDADE;REDE;0;55
10000602283;DEPUTADO ESTADUAL;MAURICIO DO CHALE;PARDA;DIVORCIADO(A);MASCULINO;SUPERIOR INCOMPLETO;AC;PARTIDO DEMOCRATICO TRABALHISTA;PDT;250000;2175
10000610677;DEPUTADO ESTADUAL;SANTIAGO;PARDA;CASADO(A);MASCULINO;SUPERIOR COMPLETO;AC;PARTIDO TRABALHISTA CRISTAO;PTC;1277241,46;3167
10000601045;DEPUTADO ESTADUAL;SIMONE FELIX;PARDA;SOLTEIRO(A);FEMININO;ENSINO MEDIO COMPLETO;AC;PARTIDO TRABALHISTA BRASILEIRO;PTB;0;18
10000600244;DEPUTADO ESTADUAL;RODAO;PARDA;SOLTEIRO(A);MASCULINO;ENSINO FUNDAMENTAL COMPLETO;AC;PARTIDO SOCIAL CRISTAO;PSC;0;373
10000603904;DEPUTADO ESTADUAL;LORA DO COMERCIO;BRANCA;SOLTEIRO(A);FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;AC;PARTIDO HUMANISTA DA SOLIDARIEDADE;PHS;0;429
10000607167;DEPUTADO ESTADUAL;RUITINHO DO BALNEARIO;PARDA;SOLTEIRO(A);MASCULINO;ENSINO MEDIO COMPLETO;AC;DEMOCRACIA CRISTA;DC;8000;119
10000600239;DEPUTADO ESTADUAL;PROF.. ALEDIAS;PARDA;CASADO(A);MASCULINO;SUPERIOR COMPLETO;AC;PARTIDO SOCIAL CRISTAO;PSC;0;699
10000607166;DEPUTADO ESTADUAL;AMANDA OLIVEIRA;PARDA;SOLTEIRO(A);FEMININO;ENSINO FUNDAMENTAL COMPLETO;AC;DEMOCRACIA CRISTA;DC;0;0
10000602857;DEPUTADO ESTADUAL;TAMPINHA BITTAR;PARDA;DIVORCIADO(A);MASCULINO;ENSINO FUNDAMENTAL COMPLETO;AC;SOLIDARIEDADE;SOLIDARIEDADE;0;278
10000600223;DEPUTADO ESTADUAL;MINEIRINHO;PARDA;CASADO(A);MASCULINO;ENSINO MEDIO COMPLETO;AC;PARTIDO SOCIAL LIBERAL;PSL;0;645
10000600003;SENADOR;MINORU KINPARA;AMARELA;CASADO(A);MASCULINO;SUPERIOR COMPLETO;GO;REDE SUSTENTABILIDADE;REDE;850000;112989
10000601021;DEPUTADO ESTADUAL;ANDREA PUPIO;BRANCA;SOLTEIRO(A);FEMININO;ENSINO MEDIO COMPLETO;AC;PARTIDO TRABALHISTA BRASILEIRO;PTB;0;10
10000610637;DEPUTADO ESTADUAL;MEIRE SERAFIM;PARDA;CASADO(A);FEMININO;SUPERIOR COMPLETO;AC;MOVIMENTO DEMOCRATICO BRASILEIRO;MDB;67358,14;10349
10000602323;DEPUTADO ESTADUAL;SUZANE MENEZES;PARDA;SOLTEIRO(A);FEMININO;SUPERIOR INCOMPLETO;AC;PARTIDO DEMOCRATICO TRABALHISTA;PDT;0;121
10000624633;DEPUTADO FEDERAL;TATY;PARDA;SOLTEIRO(A);FEMININO;ENSINO MEDIO INCOMPLETO;AC;AVANTE;AVANTE;0;14
10000610623;DEPUTADO ESTADUAL;PASTOR PEDRO OLIVEIRA;PARDA;SOLTEIRO(A);MASCULINO;ENSINO MEDIO COMPLETO;AC;PARTIDO SOCIAL DEMOCRATICO;PSD;29000;61
10000629024;DEPUTADO ESTADUAL;MISSIONARIA ROSA SANTOS;PRETA;CASADO(A);FEMININO;ENSINO MEDIO COMPLETO;AC;PARTIDO TRABALHISTA CRISTAO;PTC;0;103
10000602293;DEPUTADO ESTADUAL;PRETA MARQUES;PARDA;SOLTEIRO(A);FEMININO;ENSINO MEDIO COMPLETO;AC;PARTIDO DEMOCRATICO TRABALHISTA;PDT;0;42
10000607185;DEPUTADO ESTADUAL;MACICLEIA FERREIRA;PARDA;SOLTEIRO(A);FEMININO;ENSINO MEDIO COMPLETO;AC;DEMOCRACIA CRISTA;DC;0;0
10000615658;1o SUPLENTE SENADOR;NAZARETH ARAUJO;BRANCA;CASADO(A);FEMININO;SUPERIOR COMPLETO;RJ;PARTIDO DOS TRABALHADORES;PT;3925210,3;0
10000607186;DEPUTADO ESTADUAL;LUANA OLIVEIRA;PARDA;SOLTEIRO(A);FEMININO;ENSINO MEDIO COMPLETO;AC;DEMOCRACIA CRISTA;DC;0;0
10000601162;DEPUTADO ESTADUAL;ACCIOLY;BRANCA;CASADO(A);MASCULINO;SUPERIOR COMPLETO;AC;REDE SUSTENTABILIDADE;REDE;275830,96;820
10000604760;DEPUTADO ESTADUAL;CARLA BRITTO;PARDA;CASADO(A);FEMININO;SUPERIOR COMPLETO;PE;PARTIDO SOCIALISTA BRASILEIRO;PSB;0;3499
10000602853;DEPUTADO ESTADUAL;ALDERLANIA ROCHA;BRANCA;SOLTEIRO(A);FEMININO;ENSINO MEDIO COMPLETO;AC;SOLIDARIEDADE;SOLIDARIEDADE;0;77
10000600217;DEPUTADO ESTADUAL;ARAUJO;PARDA;CASADO(A);MASCULINO;ENSINO MEDIO COMPLETO;AC;PARTIDO SOCIAL LIBERAL;PSL;0;307
10000603902;DEPUTADO ESTADUAL;RAFINHA CAVALCANTE;PARDA;SOLTEIRO(A);MASCULINO;ENSINO MEDIO COMPLETO;AC;PARTIDO DA MULHER BRASILEIRA;PMB;0;12
10000624308;DEPUTADO ESTADUAL;GLORIA MELO DA COSTA;PARDA;DIVORCIADO(A);FEMININO;SUPERIOR COMPLETO;AC;DEMOCRATAS;DEM;80000;96
10000603058;SENADOR;PETECAO;BRANCA;CASADO(A);MASCULINO;ENSINO MEDIO COMPLETO;AC;PARTIDO SOCIAL DEMOCRATICO;PSD;1068661,98;244109
10000629465;DEPUTADO ESTADUAL;ANA ALICE;BRANCA;CASADO(A);FEMININO;SUPERIOR INCOMPLETO;AC;PARTIDO SOCIAL CRISTAO;PSC;0;11
10000607180;DEPUTADO ESTADUAL;NILTON CEZAR DA FINANCEIRA;PARDA;CASADO(A);MASCULINO;ENSINO FUNDAMENTAL COMPLETO;AC;PARTIDO RENOVADOR TRABALHISTA BRASILEIRO;PRTB;50000;130
10000601037;DEPUTADO ESTADUAL;LUSTOSA;PARDA;SOLTEIRO(A);MASCULINO;ENSINO FUNDAMENTAL COMPLETO;AC;PARTIDO TRABALHISTA BRASILEIRO;PTB;0;242
10000602315;DEPUTADO ESTADUAL;PAULO HENRIQUE MACIEL;PARDA;SOLTEIRO(A);MASCULINO;SUPERIOR COMPLETO;AC;PARTIDO DEMOCRATICO TRABALHISTA;PDT;350000;583
10000600142;DEPUTADO ESTADUAL;JULINHO JR.;PARDA;SOLTEIRO(A);MASCULINO;ENSINO MEDIO COMPLETO;AC;PARTIDO REPUBLICANO PROGRESSISTA;PRP;0;1622
10000601164;DEPUTADO FEDERAL;CARLOS GOMES;PARDA;SOLTEIRO(A);MASCULINO;SUPERIOR COMPLETO;AC;REDE SUSTENTABILIDADE;REDE;0;5414
10000629101;DEPUTADO ESTADUAL;RILHAENE;BRANCA;SOLTEIRO(A);FEMININO;SUPERIOR COMPLETO;AC;PATRIOTA;PATRI;0;0
10000629463;DEPUTADO ESTADUAL;IVONE PORTELA;BRANCA;SOLTEIRO(A);FEMININO;ENSINO MEDIO COMPLETO;AC;PARTIDO SOCIAL CRISTAO;PSC;0;9
10000602860;DEPUTADO ESTADUAL;ANTONIO CARLOS PATO;PARDA;SOLTEIRO(A);MASCULINO;ENSINO MEDIO COMPLETO;AC;SOLIDARIEDADE;SOLIDARIEDADE;330000;60
10000601035;DEPUTADO ESTADUAL;LEUDO POOL;PARDA;CASADO(A);MASCULINO;ENSINO MEDIO COMPLETO;AC;PARTIDO TRABALHISTA BRASILEIRO;PTB;0;6
10000615661;1o SUPLENTE SENADOR;JOAO ALBUQUERQUE;PARDA;CASADO(A);MASCULINO;SUPERIOR COMPLETO;AC;PARTIDO SOCIALISTA BRASILEIRO;PSB;12498990,95;0
10000600840;DEPUTADO FEDERAL;FERNANDO MELO;PARDA;DIVORCIADO(A);MASCULINO;SUPERIOR COMPLETO;AC;PARTIDO REPUBLICANO DA ORDEM SOCIAL;PROS;641000;3214
10000624296;DEPUTADO ESTADUAL;NESIO MENDES;BRANCA;DIVORCIADO(A);MASCULINO;ENSINO MEDIO COMPLETO;ES;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA;PSDB;152500;737
10000602317;DEPUTADO FEDERAL;EBER MACHADO;PARDA;CASADO(A);MASCULINO;SUPERIOR COMPLETO;AC;PARTIDO DEMOCRATICO TRABALHISTA;PDT;172581;8400
10000600803;DEPUTADO ESTADUAL;PROFESSOR SIDNEY;PRETA;CASADO(A);MASCULINO;SUPERIOR COMPLETO;RJ;PARTIDO REPUBLICANO BRASILEIRO;PRB;0;403
10000610616;DEPUTADO ESTADUAL;KEKEL TODDYNHO;PRETA;SOLTEIRO(A);FEMININO;SUPERIOR INCOMPLETO;AC;PARTIDO SOCIAL DEMOCRATICO;PSD;0;295
10000608381;DEPUTADO ESTADUAL;ALDEMIR LOPES;PARDA;CASADO(A);MASCULINO;ENSINO MEDIO COMPLETO;AC;PARTIDO DOS TRABALHADORES;PT;0;1358
10000607154;DEPUTADO ESTADUAL;DHUNA SILVA;PARDA;SOLTEIRO(A);FEMININO;SUPERIOR INCOMPLETO;AC;DEMOCRACIA CRISTA;DC;0;16
10000624298;DEPUTADO ESTADUAL;PASTOR CELESTINO;PARDA;CASADO(A);MASCULINO;ENSINO MEDIO INCOMPLETO;AC;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA;PSDB;255000;96
10000600802;DEPUTADO ESTADUAL;TIAO TAVARES;PARDA;SOLTEIRO(A);MASCULINO;ENSINO FUNDAMENTAL COMPLETO;AC;PODEMOS;PODE;30000;229
10000602848;DEPUTADO ESTADUAL;GLEISON DA AUTO ESCOLA;PARDA;CASADO(A);MASCULINO;SUPERIOR COMPLETO;AC;SOLIDARIEDADE;SOLIDARIEDADE;10000;284
10000600783;DEPUTADO ESTADUAL;EDSON ARAUJO;PARDA;CASADO(A);MASCULINO;ENSINO MEDIO COMPLETO;AC;PARTIDO REPUBLICANO BRASILEIRO;PRB;0;0
10000600805;DEPUTADO ESTADUAL;PR. WANDERLEY NUNES;PARDA;CASADO(A);MASCULINO;ENSINO FUNDAMENTAL COMPLETO;AC;PARTIDO REPUBLICANO BRASILEIRO;PRB;0;79
10000601041;DEPUTADO ESTADUAL;MICHAEL;PARDA;CASADO(A);MASCULINO;SUPERIOR COMPLETO;AC;PARTIDO TRABALHISTA BRASILEIRO;PTB;0;53
10000604779;DEPUTADO ESTADUAL;DORA;PARDA;CASADO(A);FEMININO;SUPERIOR COMPLETO;AC;PARTIDO SOCIALISTA BRASILEIRO;PSB;0;366
10000624286;DEPUTADO ESTADUAL;ZEZINHO PACHECO;PARDA;SOLTEIRO(A);MASCULINO;SUPERIOR COMPLETO;AC;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA;PSDB;580000;647
10000600004;1o SUPLENTE SENADOR;JOICE NOBRE;PARDA;CASADO(A);FEMININO;SUPERIOR COMPLETO;AC;REDE SUSTENTABILIDADE;REDE;300000;0
10000600139;DEPUTADO ESTADUAL;LOY REGO;PARDA;SOLTEIRO(A);MASCULINO;SUPERIOR COMPLETO;AC;PARTIDO REPUBLICANO PROGRESSISTA;PRP;370000;2793
10000600141;DEPUTADO ESTADUAL;GILMAR PISMEL;PARDA;SOLTEIRO(A);MASCULINO;ENSINO MEDIO INCOMPLETO;AC;PARTIDO REPUBLICANO PROGRESSISTA;PRP;0;62
10000602313;DEPUTADO ESTADUAL;CIRIO;BRANCA;CASADO(A);MASCULINO;ENSINO FUNDAMENTAL COMPLETO;AC;PARTIDO DEMOCRATICO TRABALHISTA;PDT;0;186
10000610652;DEPUTADO ESTADUAL;GERLEN DINIZ;BRANCA;CASADO(A);MASCULINO;SUPERIOR COMPLETO;AC;PROGRESSISTAS;PP;1228582,62;8479
10000604793;DEPUTADO ESTADUAL;MARIA DO JUSTINO;PARDA;CASADO(A);FEMININO;ENSINO FUNDAMENTAL COMPLETO;AM;PARTIDO SOCIALISTA BRASILEIRO;PSB;20000;455
10000602311;DEPUTADO FEDERAL;EURICO CORDEIRO;BRANCA;CASADO(A);MASCULINO;ENSINO MEDIO INCOMPLETO;AC;PARTIDO DEMOCRATICO TRABALHISTA;PDT;100000;794
10000610683;DEPUTADO ESTADUAL;AMELIA AGUIAR;PARDA;CASADO(A);FEMININO;ENSINO FUNDAMENTAL COMPLETO;AC;PARTIDO POPULAR SOCIALISTA;PPS;250000;101
10000601033;DEPUTADO ESTADUAL;JOSIMAR TAVARES;PARDA;DIVORCIADO(A);MASCULINO;ENSINO MEDIO COMPLETO;AC;PARTIDO TRABALHISTA BRASILEIRO;PTB;0;227
10000608374;DEPUTADO ESTADUAL;PROF.OGAN ARIMATEIA;PRETA;CASADO(A);MASCULINO;SUPERIOR COMPLETO;AC;PARTIDO COMUNISTA DO BRASIL;PC DO B;315000;124
10000600131;DEPUTADO ESTADUAL;MANOEL DO CARMO E O CORREDOR;PARDA;DIVORCIADO(A);MASCULINO;SUPERIOR INCOMPLETO;AC;PARTIDO VERDE;PV;0;116
10000602864;DEPUTADO ESTADUAL;INES ROCHA;PARDA;SOLTEIRO(A);FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;AC;SOLIDARIEDADE;SOLIDARIEDADE;0;20
10000602847;DEPUTADO ESTADUAL;JULIO PAIVA (CESINHA);BRANCA;CASADO(A);MASCULINO;SUPERIOR COMPLETO;AC;SOLIDARIEDADE;SOLIDARIEDADE;401000;806
10000610680;DEPUTADO ESTADUAL;PASTOR WAGNER FELIPE;PARDA;CASADO(A);MASCULINO;SUPERIOR COMPLETO;SP;PARTIDO DA REPUBLICA;PR;0;3568
10000600782;DEPUTADO ESTADUAL;DAYANE SANTOS;PARDA;SOLTEIRO(A);FEMININO;ENSINO MEDIO COMPLETO;AC;PARTIDO REPUBLICANO BRASILEIRO;PRB;0;38
10000602285;DEPUTADO ESTADUAL;AURELIO DA FARMACIA;PARDA;CASADO(A);MASCULINO;SUPERIOR COMPLETO;AC;PARTIDO DEMOCRATICO TRABALHISTA;PDT;759000;494
10000603057;VICE-GOVERNADOR;MAJOR ROCHA;BRANCA;CASADO(A);MASCULINO;SUPERIOR COMPLETO;AC;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA;PSDB;540000;0
10000602307;DEPUTADO ESTADUAL;DR. DENER PADILHA;BRANCA;SOLTEIRO(A);MASCULINO;SUPERIOR COMPLETO;SP;PARTIDO DEMOCRATICO TRABALHISTA;PDT;480000;168
10000600784;DEPUTADO ESTADUAL;FRANCISCA MARQUES;INDIGENA;CASADO(A);FEMININO;LE E ESCREVE;AC;PARTIDO REPUBLICANO BRASILEIRO;PRB;0;4
10000600235;DEPUTADO ESTADUAL;APRIGIO;BRANCA;CASADO(A);MASCULINO;SUPERIOR COMPLETO;AC;PARTIDO SOCIAL LIBERAL;PSL;0;164
10000610670;DEPUTADO ESTADUAL;GIZELDA SILVEIRA;BRANCA;CASADO(A);FEMININO;SUPERIOR COMPLETO;AC;PROGRESSISTAS;PP;0;179
10000602855;DEPUTADO ESTADUAL;TIAO BRAGA;PARDA;SOLTEIRO(A);MASCULINO;ENSINO FUNDAMENTAL COMPLETO;AC;SOLIDARIEDADE;SOLIDARIEDADE;31500;290
10000600791;DEPUTADO ESTADUAL;JUAREZ PEDROSA;PARDA;CASADO(A);MASCULINO;ENSINO FUNDAMENTAL COMPLETO;AC;PODEMOS;PODE;150000;128
10000601030;DEPUTADO ESTADUAL;GIOMA FIRMINO;PARDA;CASADO(A);MASCULINO;ENSINO MEDIO COMPLETO;AC;PARTIDO TRABALHISTA BRASILEIRO;PTB;50000;919
10000607165;DEPUTADO ESTADUAL;CEARA DA CARNE DE SOL;PARDA;CASADO(A);MASCULINO;LE E ESCREVE;AC;DEMOCRACIA CRISTA;DC;100000;79
10000600780;DEPUTADO ESTADUAL;CHICO BRITO;PARDA;SOLTEIRO(A);MASCULINO;ENSINO FUNDAMENTAL COMPLETO;AC;PARTIDO REPUBLICANO BRASILEIRO;PRB;1500;41
10000601020;DEPUTADO ESTADUAL;ANA FREITAS;PARDA;SOLTEIRO(A);FEMININO;ENSINO FUNDAMENTAL COMPLETO;AC;PARTIDO TRABALHISTA BRASILEIRO;PTB;0;1
10000600846;DEPUTADO FEDERAL;HENRIQUE AFONSO;BRANCA;CASADO(A);MASCULINO;SUPERIOR COMPLETO;AC;PARTIDO VERDE;PV;706000;5272
10000607168;DEPUTADO ESTADUAL;MARIO KAXINAWA;PARDA;SOLTEIRO(A);MASCULINO;ENSINO MEDIO COMPLETO;AC;DEMOCRACIA CRISTA;DC;0;477
10000601163;DEPUTADO ESTADUAL;PROFESSOR VAL;BRANCA;SOLTEIRO(A);MASCULINO;SUPERIOR COMPLETO;MS;REDE SUSTENTABILIDADE;REDE;180000;138
10000600243;DEPUTADO ESTADUAL;ALBINO DA SAUDE;BRANCA;CASADO(A);MASCULINO;ENSINO FUNDAMENTAL COMPLETO;AC;PARTIDO SOCIAL CRISTAO;PSC;25000;83
10000629579;DEPUTADO FEDERAL;SANDRA FERREIRA;PARDA;CASADO(A);FEMININO;SUPERIOR INCOMPLETO;AC;PARTIDO DEMOCRATICO TRABALHISTA;PDT;0;22
10000602509;DEPUTADO FEDERAL;ALAN RICK;BRANCA;CASADO(A);MASCULINO;SUPERIOR COMPLETO;AC;DEMOCRATAS;DEM;727390,11;22263
10000600772;DEPUTADO ESTADUAL;EDVANIO CADEIRANTE;PARDA;SOLTEIRO(A);MASCULINO;ENSINO FUNDAMENTAL COMPLETO;AC;PARTIDO REPUBLICANO DA ORDEM SOCIAL;PROS;0;319
10000603898;DEPUTADO ESTADUAL;SOCORRO PINHEIRO;PARDA;SOLTEIRO(A);FEMININO;ENSINO MEDIO INCOMPLETO;AC;PARTIDO DA MULHER BRASILEIRA;PMB;843000;89
10000624634;DEPUTADO FEDERAL;PROFESSOR CEZAR HILDO;PARDA;CASADO(A);MASCULINO;SUPERIOR COMPLETO;AC;AVANTE;AVANTE;0;64
